Wall time,Step,Value
1581280498.5268807,1,10.735376358032227
1581281335.1987832,2,37.569522857666016
1581282171.088509,3,53.13163757324219
1581283006.6454039,4,60.54789733886719
1581283842.062898,5,64.50052642822266
1581284677.4984276,6,67.02989959716797
1581285513.4968784,7,68.93669128417969
1581286349.1347313,8,70.31073760986328
1581287184.9032335,9,71.09814453125
1581288020.844784,10,72.0566177368164
1581288856.104122,11,72.45109558105469
1581289691.1634357,12,73.09867095947266
1581290526.3064802,13,73.7884292602539
1581291360.4660034,14,73.92903900146484
1581292195.5233684,15,73.99700164794922
1581293031.5605848,16,74.28446197509766
1581293866.846447,17,74.55239868164062
1581294701.375408,18,74.65316772460938
1581295536.1630368,19,74.88047790527344
1581296370.6718333,20,74.9984359741211
1581297205.199784,21,74.9710922241211
1581298039.415446,22,75.27730560302734
1581298874.8989959,23,75.28746032714844
1581299710.0051267,24,75.46321868896484
1581300545.4708202,25,75.50462341308594
1581301379.2838137,26,75.50149536132812
1581302214.060953,27,75.66632080078125
1581303048.211467,28,75.7256851196289
1581303883.8082306,29,75.77411651611328
1581304718.4090862,30,75.70225524902344
1581305552.6574745,31,83.7856216430664
1581306388.0191972,32,85.44869232177734
1581307223.4636445,33,86.02674102783203
1581308058.834826,34,86.4946517944336
1581308894.1098616,35,86.63838958740234
1581309729.338839,36,86.95240783691406
1581310564.3625119,37,87.04536437988281
1581311398.1089005,38,87.0594253540039
1581312232.9582882,39,87.19535064697266
1581313067.4846666,40,87.14067077636719
1581313902.5154104,41,87.19300842285156
1581314736.8890827,42,87.20159912109375
1581315572.2237809,43,87.33361053466797
1581316406.0877702,44,87.20784759521484
1581317241.9163952,45,87.3125228881836
1581318076.8686335,46,87.2453384399414
1581318910.6021328,47,87.3164291381836
1581319745.3915455,48,87.18988037109375
1581320579.8433845,49,87.34064483642578
1581321415.0771072,50,87.4429702758789
1581322249.766037,51,87.21643829345703
1581323083.9833505,52,87.44141387939453
1581323918.1280906,53,87.5179672241211
1581324752.5024245,54,87.51249694824219
1581325586.997913,55,87.6601333618164
1581326420.791105,56,87.5015640258789
1581327255.9201884,57,87.61170196533203
1581328089.4507143,58,87.79215240478516
1581328924.8122637,59,87.69841003417969
1581329759.7761707,60,87.96791076660156
1581330595.1037488,61,90.10982513427734
1581331430.3665533,62,90.90269470214844
1581332264.642609,63,91.21359252929688
1581333098.992339,64,91.22687530517578
1581333933.6044292,65,91.36748504638672
1581334768.39481,66,91.51121520996094
1581335603.562376,67,91.45106506347656
1581336437.519899,68,91.793212890625
1581337272.2601166,69,91.91897583007812
1581338106.4858365,70,91.82758331298828
1581338941.2150023,71,91.81430053710938
1581339775.5279453,72,92.00802612304688
1581340610.9051385,73,91.9556884765625
1581341445.7587051,74,92.18144226074219
1581342280.4535344,75,92.1611328125
1581343115.816816,76,92.27986907958984
1581343951.044835,77,92.23612213134766
1581344785.3323183,78,92.35955047607422
1581345619.4502196,79,92.3392333984375
1581346453.5469415,80,92.31189727783203
1581347289.044274,81,92.86495208740234
