Wall time,Step,Value
1581191487.6052935,1,0.3066609799861908
1581191719.5138376,2,0.2848207950592041
1581191951.691324,3,0.2864408791065216
1581192185.0845551,4,0.2893476188182831
1581192414.5898204,5,0.2829955518245697
1581192644.59942,6,0.2840479016304016
1581192876.4337234,7,0.2849549651145935
1581193108.6307778,8,0.2876248359680176
1581193341.5461843,9,0.28721150755882263
1581193572.8689194,10,0.28462642431259155
1581193804.5199761,11,0.2853080630302429
1581194035.0260494,12,0.28526777029037476
1581194268.1246479,13,0.28749626874923706
1581194500.9583788,14,0.285976380109787
1581194734.3932285,15,0.28777238726615906
1581194968.1833138,16,0.2870807945728302
1581195202.0300937,17,0.2861664295196533
1581195435.8680568,18,0.28667545318603516
1581195668.2035377,19,0.28524160385131836
1581195902.8954384,20,0.2873559594154358
1581196136.0055306,21,0.28574514389038086
1581196366.5595016,22,0.2841569483280182
1581196598.1694186,23,0.2867996394634247
1581196829.9440355,24,0.2874937653541565
1581197063.8365679,25,0.28700292110443115
1581197295.6918497,26,0.2866508662700653
1581197527.2400985,27,0.28677424788475037
1581197759.2010117,28,0.2857811450958252
1581197991.972642,29,0.28633320331573486
1581198224.7623222,30,0.28701454401016235
1581198457.8999043,31,0.2876291275024414
1581198690.0088694,32,0.28603610396385193
1581198921.6803563,33,0.2869130074977875
1581199154.2239137,34,0.28812599182128906
1581199385.5143611,35,0.2847212255001068
1581199618.2022893,36,0.28764551877975464
1581199848.7156708,37,0.2848034203052521
1581200078.912172,38,0.28479838371276855
1581200312.2098293,39,0.2881213128566742
1581200544.9879017,40,0.28847622871398926
1581200776.5348809,41,0.287248432636261
1581201009.1906981,42,0.28744813799858093
1581201240.1562133,43,0.2857211232185364
1581201472.584157,44,0.28680744767189026
1581201703.5792463,45,0.28649890422821045
1581201936.0980368,46,0.2865624725818634
1581202168.5006971,47,0.2864166796207428
1581202399.674357,48,0.2862890064716339
1581202631.7809646,49,0.28754734992980957
1581202865.14917,50,0.28789636492729187
1581203097.1069152,51,0.28662049770355225
1581203329.8409085,52,0.28642767667770386
1581203562.0986142,53,0.2873789370059967
1581203793.1835916,54,0.2862947881221771
1581204024.3296382,55,0.2861393094062805
1581204257.1329,56,0.28705960512161255
1581204489.3512073,57,0.2870093584060669
1581204722.196507,58,0.2871105670928955
1581204954.4112782,59,0.28680697083473206
1581205184.8355715,60,0.2854589521884918
1581205417.4937525,61,0.2869957387447357
1581205651.2519329,62,0.2870386838912964
1581205883.6803024,63,0.2871360182762146
1581206116.437193,64,0.2865654528141022
1581206347.9316077,65,0.28600266575813293
1581206580.373843,66,0.2861819267272949
1581206811.7573578,67,0.2862641215324402
1581207043.7937217,68,0.2868420481681824
1581207276.50617,69,0.2866246700286865
1581207507.9818356,70,0.2868524491786957
1581207739.4875789,71,0.28684595227241516
1581207970.2275455,72,0.28550830483436584
1581208204.321339,73,0.28722143173217773
1581208435.7995112,74,0.2861924171447754
1581208666.7818527,75,0.2861230671405792
1581208900.45641,76,0.2874833643436432
1581209131.2183225,77,0.2858915627002716
1581209362.244527,78,0.28614792227745056
1581209593.3875115,79,0.28512492775917053
1581209825.6607964,80,0.28787848353385925
1581210058.3131227,81,0.2868376076221466
1581210290.7003908,82,0.2863715887069702
1581210521.8561368,83,0.2857995927333832
1581210755.2944233,84,0.28814876079559326
1581210986.3739102,85,0.28605082631111145
1581211217.8025756,86,0.28618377447128296
1581211448.9924827,87,0.2851998209953308
1581211680.805213,88,0.28644150495529175
1581211913.7627625,89,0.28649649024009705
1581212143.987947,90,0.28596314787864685
