Wall time,Step,Value
1588307466.9210527,1,0.4699157178401947
1588307531.8714428,2,0.38778162002563477
1588307598.4299808,3,0.39396023750305176
1588307664.4836218,4,0.39213985204696655
1588307730.6809855,5,0.3938443064689636
1588307796.869793,6,0.39522162079811096
1588307863.4727218,7,0.39986565709114075
1588307929.667409,8,0.39494141936302185
1588307995.4143105,9,0.39379340410232544
1588308061.958611,10,0.39578336477279663
1588308127.9233658,11,0.3944135010242462
1588308194.4259198,12,0.39819881319999695
1588308260.503377,13,0.3971341848373413
1588308326.608268,14,0.39516860246658325
1588308392.5583124,15,0.3949337303638458
1588308460.0456636,16,0.39262500405311584
1588308525.7983158,17,0.3919242322444916
1588308592.5296278,18,0.39670753479003906
1588308658.142619,19,0.3926924169063568
1588308724.2055073,20,0.3964184522628784
1588308790.1831086,21,0.39303284883499146
1588308856.4103754,22,0.3950447142124176
1588308922.8069515,23,0.39573681354522705
1588308988.9916856,24,0.394697368144989
1588309055.5343368,25,0.3982270359992981
1588309121.9473495,26,0.39598262310028076
1588309187.9830074,27,0.39540061354637146
1588309254.702046,28,0.40011435747146606
1588309321.2605822,29,0.3984307646751404
1588309386.516467,30,0.3918727934360504
1588309452.2441607,31,0.39269691705703735
1588309518.133061,32,0.395074725151062
1588309583.4003842,33,0.3913065195083618
1588309648.895984,34,0.3937550187110901
1588309715.8485112,35,0.393405556678772
1588309782.2894812,36,0.3968251347541809
1588309848.0534606,37,0.39359426498413086
1588309914.5122423,38,0.3970448076725006
1588309980.5149345,39,0.39396947622299194
1588310046.9531422,40,0.396362841129303
1588310112.570864,41,0.39373835921287537
1588310178.3552444,42,0.3941681385040283
1588310244.2658694,43,0.3931407034397125
1588310311.0546906,44,0.395309180021286
1588310376.9024007,45,0.39247092604637146
1588310443.5031629,46,0.39327359199523926
1588310509.7227046,47,0.39269354939460754
1588310598.7181602,48,0.5270191431045532
1588310665.8631337,49,0.39655402302742004
1588310732.2216148,50,0.39263007044792175
1588310799.0891454,51,0.39729762077331543
1588310869.5210564,52,0.42353519797325134
1588310935.815711,53,0.39430680871009827
1588311006.3916306,54,0.41946932673454285
1588311072.942702,55,0.39453741908073425
1588311143.031068,56,0.41905471682548523
1588311217.9062304,57,0.4529769718647003
1588311284.3946369,58,0.39814525842666626
1588311350.5317185,59,0.39574867486953735
1588311416.7653484,60,0.3977053463459015
1588311483.1306868,61,0.3946775197982788
1588311549.370421,62,0.3959012031555176
1588311615.858699,63,0.39629584550857544
1588311682.816082,64,0.39593562483787537
1588311749.1095457,65,0.395797997713089
1588311815.2623312,66,0.39547428488731384
1588311881.321553,67,0.3952706456184387
1588311947.633338,68,0.3975526988506317
1588312013.8933039,69,0.396947979927063
1588312080.1511855,70,0.39494314789772034
1588312148.4753718,71,0.41103842854499817
1588312214.4394684,72,0.39470919966697693
1588312280.3924897,73,0.39372122287750244
1588312347.0132153,74,0.39703401923179626
1588312413.1649003,75,0.3941028416156769
1588312479.207834,76,0.394193559885025
1588312545.4630992,77,0.3962458670139313
1588312612.0919385,78,0.3955545425415039
1588312677.907308,79,0.39469778537750244
1588312744.2328684,80,0.3972235918045044
1588312811.4325788,81,0.39592087268829346
1588312876.8258379,82,0.3914055824279785
1588312943.8072455,83,0.3964839577674866
1588313010.185322,84,0.39765870571136475
1588313076.2003303,85,0.3934858441352844
1588313146.0498672,86,0.39523836970329285
1588313212.5483115,87,0.39568161964416504
1588313278.9390056,88,0.39431917667388916
1588313345.17567,89,0.3945907950401306
1588313411.4512312,90,0.3956103026866913
