Wall time,Step,Value
1588347173.6276748,1,0.37190788984298706
1588347406.2026272,2,0.35373106598854065
1588347640.399961,3,0.35697513818740845
1588347874.9573789,4,0.3563583791255951
1588348110.533334,5,0.3581008017063141
1588348345.305536,6,0.35745394229888916
1588348580.0662537,7,0.3573608994483948
1588348814.6658742,8,0.3573094308376312
1588349049.5167503,9,0.3574630320072174
1588349284.7536235,10,0.35789984464645386
1588349519.4253528,11,0.35749873518943787
1588349753.5559413,12,0.35672181844711304
1588349987.6226335,13,0.35661500692367554
1588350222.1312084,14,0.3570477366447449
1588350456.5946448,15,0.35667726397514343
1588350690.9260037,16,0.3574577867984772
1588350925.991958,17,0.3578634262084961
1588351160.1605172,18,0.3569747507572174
1588351395.0534344,19,0.35730791091918945
1588351630.4592962,20,0.35799440741539
1588351864.4203176,21,0.35644349455833435
1588352099.3021328,22,0.3579459488391876
1588352334.5397046,23,0.35816147923469543
1588352568.9326177,24,0.3573349714279175
1588352804.829533,25,0.35871005058288574
1588353039.091869,26,0.35700708627700806
1588353273.9074354,27,0.35779300332069397
1588353508.615995,28,0.3570712208747864
1588353744.1778553,29,0.35828012228012085
1588353978.833761,30,0.3568614721298218
1588354213.4377832,31,0.35768625140190125
1588354448.1484535,32,0.357311487197876
1588354682.5306222,33,0.3568401336669922
1588354917.5190337,34,0.357427716255188
1588355152.707428,35,0.3576244115829468
1588355387.9991758,36,0.35813000798225403
1588355622.984657,37,0.3576905131340027
1588355857.9904258,38,0.35782232880592346
1588356092.0913272,39,0.3564924895763397
1588356327.8574953,40,0.3591100871562958
1588356563.7409797,41,0.35949254035949707
1588356799.4570217,42,0.35893306136131287
1588357034.422719,43,0.35836297273635864
1588357269.977082,44,0.35921812057495117
1588357503.7335172,45,0.3572399616241455
1588357737.32427,46,0.35696467757225037
1588357971.5684226,47,0.35720834136009216
1588358205.4808016,48,0.35654354095458984
1588358439.4135454,49,0.35636210441589355
1588358673.8810117,50,0.35692259669303894
1588358907.8892548,51,0.3566323220729828
1588359141.1260974,52,0.3560522794723511
1588359374.8341298,53,0.35659894347190857
1588359608.414393,54,0.3565569221973419
1588359841.5519571,55,0.3559270203113556
1588360075.0415835,56,0.35640114545822144
1588360307.8795135,57,0.3547508716583252
1588360540.8328242,58,0.3552757501602173
1588360774.7549868,59,0.356431782245636
1588361007.611181,60,0.3558364510536194
1588361240.8496146,61,0.35553717613220215
1588361474.462181,62,0.3567909598350525
1588361708.1859756,63,0.3564489483833313
1588361942.8243377,64,0.35731789469718933
1588362176.7772052,65,0.35704460740089417
1588362410.671444,66,0.356990784406662
1588362644.3236895,67,0.35704249143600464
1588362878.7023385,68,0.3577413856983185
1588363112.4513102,69,0.35652217268943787
1588363346.182132,70,0.3569989502429962
1588363580.0001159,71,0.35672450065612793
1588363813.9278803,72,0.35605156421661377
1588364048.4547367,73,0.35730114579200745
1588364281.9575317,74,0.35612645745277405
1588364515.5226305,75,0.3571227490901947
1588364750.0104196,76,0.3573918044567108
1588364983.4972136,77,0.3564710319042206
1588365217.522207,78,0.3575538396835327
1588365451.9953597,79,0.3574667274951935
1588365686.7506628,80,0.3578830659389496
1588365920.358468,81,0.3562832176685333
1588366153.7224505,82,0.3553317189216614
1588366387.709458,83,0.3567982017993927
1588366621.8390965,84,0.35708481073379517
1588366855.1673527,85,0.3563775420188904
1588367088.9221544,86,0.35645791888237
1588367328.6511655,87,0.3575587272644043
1588367567.5403783,88,0.35657554864883423
1588367805.597147,89,0.35616493225097656
1588368046.1858568,90,0.35963311791419983
